sender,recipient,amount_eth,risk
0x064EFE,0x0E004B,128.9206,high-risk
0x0B7A56,0x041BFC,41.6431,high-risk
0x0E7305,0x0E0F35,71.3481,high-risk
0x0D3FD3,0x0A0D33,107.3644,high-risk
0x0542EA,0x053104,64.3763,high-risk
0x05A841,0x0518EA,126.5264,high-risk
0x04713C,0x0666A6,133.7508,high-risk
0x08B6CF,0x08095D,114.4012,high-risk
0x0ADC99,0x041C74,127.6165,high-risk
0x03BCAA,0x0B6433,139.9552,high-risk
0x083F4A,0x0B8F00,47.5033,high-risk
0x047647,0x00865D,133.2944,high-risk
0x0ED5A6,0x06964E,88.0705,high-risk
0x077129,0x00FDD9,91.1369,high-risk
0x0DF7D9,0x04EBCC,149.3179,high-risk
0x0589A1,0x047897,87.3872,high-risk
0x05E049,0x09F703,65.1509,high-risk
0x02D538,0x0B3607,128.0245,high-risk
0x0C7E92,0x066158,54.5484,high-risk
0x07EFEE,0x07BB84,70.9492,high-risk
0x0A2F06,0x0E4A0E,138.8924,high-risk
0x0F1F83,0x09AEE8,40.5203,high-risk
0x0AB71F,0x0B5252,130.8646,high-risk
0x0393F7,0x086B41,82.6036,high-risk
0x088B28,0x05967E,61.8521,high-risk
0x02DF70,0x07B31F,37.1534,high-risk
0x0D54D3,0x00C8D0,101.4311,high-risk
0x02EA97,0x0AD58A,128.7145,high-risk
0x051EF2,0x04D0A8,48.4888,high-risk
0x02B85F,0x0C1F93,83.6862,high-risk
0x08B5B5,0x05564E,90.0813,high-risk
0x05102B,0x05EBBB,42.5437,high-risk
0x0B5576,0x01C777,70.5314,high-risk
0x056F06,0x06C1F4,56.089,high-risk
0x07E46E,0x065EF3,112.5652,high-risk
0x0EC4D4,0x0DF4C8,107.3723,high-risk
0x0BC8E2,0x01EC79,52.5843,high-risk
0x0E1BDB,0x075898,53.2939,high-risk
0x005E46,0x0BF9E4,28.5647,high-risk
0x085073,0x0A32B6,31.8343,high-risk
0x001C43,0x04F814,80.963,high-risk
0x0220AA,0x0DFCCE,128.4448,high-risk
0x05BCFA,0x078DDE,48.026,high-risk
0x012CDE,0x07EE3B,136.7397,high-risk
0x00B291,0x0C17DF,104.4017,high-risk
0x067B9A,0x027206,79.0087,high-risk
0x0C2DE1,0x099BDF,33.1911,high-risk
0x0C4E1D,0x06F839,41.0642,high-risk
0x03F0AF,0x04996B,34.9495,high-risk
0x01CFC8,0x0C5B91,56.4097,high-risk
0x0AFCBD,0x02C15B,140.014,high-risk
0x0DDDD6,0x002D35,90.0966,high-risk
0x0A1532,0x0902DD,44.309,high-risk
0x0B40D1,0x0D5F82,52.9623,high-risk
0x01E35A,0x056F47,27.8033,high-risk
0x07B77D,0x04EDB3,136.7117,high-risk
0x087B75,0x013266,109.7839,high-risk
0x022E24,0x03DC6A,53.4564,high-risk
0x0A703E,0x01D05D,113.6758,high-risk
0x065D82,0x059CA8,147.9555,high-risk
0x0A2C9B,0x05796B,129.859,high-risk
0x0F1F1B,0x060EEE,99.5718,high-risk
0x0EC1E3,0x0E0C68,70.0975,high-risk
0x02A675,0x0975CB,61.7095,high-risk
0x08643D,0x037859,112.8796,high-risk
0x0210F7,0x07F475,149.2611,high-risk
0x05826C,0x0D579D,101.7128,high-risk
0x0C2C57,0x0B37CF,91.8431,high-risk
0x0C4259,0x0D9EF1,120.7566,high-risk
0x01DC36,0x05B124,57.4914,high-risk
0x07B418,0x00D42C,103.6489,high-risk
0x0B7117,0x0D27FC,122.6776,high-risk
0x0EC2F6,0x09B140,139.21,high-risk
0x0D03DE,0x0297D6,149.3807,high-risk
0x059D43,0x0F03FF,91.5241,high-risk
0x082611,0x09CE2F,138.3046,high-risk
0x092432,0x041A4F,28.9145,high-risk
0x0C85F1,0x0E4FBB,148.1662,high-risk
0x00935C,0x0B0ACC,36.5734,high-risk
0x03B29C,0x0D6A9F,41.6187,high-risk
0x02D9AE,0x0226B4,68.8575,high-risk
0x0EDC7D,0x069D0E,29.0539,high-risk
0x070D6D,0x0ADB05,83.6784,high-risk
0x06CA2F,0x0C2382,84.8628,high-risk
0x036B0A,0x0D7A1C,100.4622,high-risk
0x080188,0x0AFE44,84.6633,high-risk
0x0B736C,0x0BBAAA,70.2967,high-risk
0x04379B,0x0BC3F9,105.1263,high-risk
0x0AF62C,0x073EBE,133.4248,high-risk
0x01D35E,0x027F2A,110.1243,high-risk
0x0AE227,0x077E56,54.6654,high-risk
0x0C2413,0x0B2156,43.8496,high-risk
0x055C84,0x05C67D,142.6037,high-risk
0x06BB26,0x0C66C8,53.9012,high-risk
0x05B5B9,0x055E45,142.9456,high-risk
0x08E7A3,0x02FD43,115.5588,high-risk
0x01FD06,0x035CFB,41.8764,high-risk
0x02CA7A,0x06D1A6,128.0449,high-risk
0x016559,0x0334FF,129.4349,high-risk
0x028669,0x05B6D9,32.6211,high-risk
0x014F92,0x01C22F,98.7034,high-risk
0x0CB177,0x000B65,55.6428,high-risk
0x06EDCE,0x0E94DD,105.9847,high-risk
0x026CFB,0x07EB41,30.4032,high-risk
0x0D45B9,0x06803E,55.1688,high-risk
0x06AF12,0x00CE26,127.1152,high-risk
0x008A2A,0x02855E,114.0486,high-risk
0x06E808,0x0BF1D6,80.6745,high-risk
0x0B324C,0x0BA0D3,68.0594,high-risk
0x0823F3,0x02B35E,43.889,high-risk
0x0B9944,0x0CFCB5,105.0981,high-risk
0x0DB5E5,0x09F430,109.9085,high-risk
0x080927,0x0CCA7D,124.8578,high-risk
0x046F25,0x092693,31.9298,high-risk
0x01ACD3,0x078D02,115.5425,high-risk
0x085639,0x04BE13,37.3955,high-risk
0x0A36A1,0x0A10A1,57.7992,high-risk
0x0DFB8A,0x058B78,101.1256,high-risk
0x05E620,0x040872,35.7888,high-risk
0x07B8FC,0x0C1380,134.4238,high-risk
0x01EDDB,0x05D577,38.6465,high-risk
0x0A5D34,0x0D7916,69.7696,high-risk
0x0D1880,0x03CE9A,37.7289,high-risk
0x04F946,0x06B3F4,39.3305,high-risk
0x0E6B17,0x0CB497,89.0562,high-risk
0x0E3179,0x036D7F,95.7694,high-risk
0x08E87F,0x0DA07E,104.2379,high-risk
0x093F88,0x030C31,29.3689,high-risk
0x001D85,0x0D2383,65.2744,high-risk
0x0F350D,0x011130,36.2251,high-risk
0x09E8B0,0x0C5ACD,123.8172,high-risk
0x026150,0x006236,99.6396,high-risk
0x0D1835,0x011DD2,90.8754,high-risk
0x04A035,0x09668F,118.0475,high-risk
0x04BAEA,0x09D2C9,136.4219,high-risk
0x07F939,0x0AF112,126.5396,high-risk
0x0029E3,0x007EA6,73.6865,high-risk
0x015CE6,0x0EC5C6,121.973,high-risk
0x025191,0x042AD5,66.0307,high-risk
0x051699,0x02A26B,111.2812,high-risk
0x0AF06F,0x0B706F,54.5795,high-risk
0x026853,0x073FE1,52.4143,high-risk
0x0C89EF,0x02E4D7,136.6326,high-risk
0x00C175,0x091342,75.5094,high-risk
0x0F3177,0x078320,143.9294,high-risk
0x07B06A,0x0BF0AB,116.2633,high-risk
0x0C859B,0x08E889,131.5027,high-risk
0x08E60B,0x00CD61,26.5186,high-risk
0x0B0D6A,0x063DEA,141.5597,high-risk
0x031094,0x00801E,90.2555,high-risk
0x05EA3D,0x05A92C,38.8415,high-risk
0x0B0FC4,0x064B3C,121.4294,high-risk
0x08AFCD,0x079BEF,68.436,high-risk
0x0430D1,0x05651D,71.7684,high-risk
0x0AD512,0x006A06,123.9116,high-risk
0x0DF705,0x09B70C,85.2625,high-risk
0x08CCAB,0x057152,66.7186,high-risk
0x05CF95,0x073E44,34.9637,high-risk
0x09D8BB,0x0843FA,110.0467,high-risk
0x01FDB1,0x0928AA,35.7891,high-risk
0x047D04,0x0C74CF,83.1796,high-risk
0x029164,0x07DD2D,47.4613,high-risk
0x0910E4,0x05BB8B,73.2059,high-risk
0x07E5CC,0x068DA3,116.2948,high-risk
0x014B4F,0x0A4FBF,127.4068,high-risk
0x064C3E,0x0F0E9A,137.5303,high-risk
0x0218D2,0x035391,37.08,high-risk
0x08E14B,0x0F3BBE,91.542,high-risk
0x0AB963,0x030658,59.9116,high-risk
0x0C6315,0x08795D,94.2291,high-risk
0x08B398,0x0C9C86,141.9524,high-risk
0x0478A7,0x028F26,89.8328,high-risk
0x09B0D3,0x03E63E,31.3654,high-risk
0x014E76,0x01B4FF,116.4872,high-risk
0x08F403,0x0A0B0D,81.5459,high-risk
0x090E42,0x0E172A,144.4762,high-risk
0x07C961,0x03EBFB,34.978,high-risk
0x028C98,0x0754E3,109.6817,high-risk
0x0A5CB7,0x0B21FD,79.4277,high-risk
0x0E1D15,0x0B71F0,121.356,high-risk
0x093FF1,0x0805D6,29.6457,high-risk
0x0DEE05,0x0B7068,51.4615,high-risk
0x06B6CB,0x0A6956,138.7579,high-risk
0x00B6E2,0x094D08,94.5029,high-risk
0x0BED9E,0x0BCC38,122.7595,high-risk
0x0A2CFB,0x0DA0B8,53.5917,high-risk
0x04838D,0x0A6374,120.963,high-risk
0x07D0E4,0x0B0D70,96.4002,high-risk
0x0396B8,0x09DA0A,103.949,high-risk
0x049C02,0x061004,33.8071,high-risk
0x0F1D85,0x0ADF33,81.6249,high-risk
0x031989,0x0B904F,65.2,high-risk
0x0174CB,0x01B632,114.1026,high-risk
0x015372,0x0DEE34,135.9466,high-risk
0x036057,0x049E00,88.3973,high-risk
0x0389A4,0x04E933,140.9447,high-risk
0x015276,0x03318C,89.6239,high-risk
0x018751,0x0EEBE5,69.9355,high-risk
0x0994FD,0x0E459D,108.6932,high-risk
0x034EA4,0x0E7576,77.586,high-risk
0x0775CE,0x02C38C,38.9439,high-risk
0x067960,0x07FCFA,42.7164,high-risk
0x0582C8,0x05FA0E,92.852,high-risk
0x03274C,0x02209C,147.333,high-risk
0x089505,0x0043DD,123.8172,high-risk
0x01766A,0x0B95CC,112.3412,high-risk
0x01249B,0x0993A5,112.1542,high-risk
0x032874,0x0E6F0C,129.4693,high-risk
0x031C35,0x03B481,81.0813,high-risk
0x03B40F,0x02C7D4,30.2169,high-risk
0x0B8C3F,0x0CD26D,77.0505,high-risk
0x059AB7,0x0A3EB8,137.4841,high-risk
0x0CCA7A,0x0C9BF7,143.2874,high-risk
0x03B94C,0x020356,50.8732,high-risk
0x03CE5C,0x0A158C,26.217,high-risk
0x041674,0x012A4A,31.0551,high-risk
0x00ED34,0x0143F0,112.8362,high-risk
0x0CE836,0x0D1FA3,102.1773,high-risk
0x0AD3CF,0x0CDC1C,66.0574,high-risk
0x073CBD,0x07DC59,85.8673,high-risk
0x0ED568,0x0DA2D2,68.1357,high-risk
0x043A3A,0x071361,120.2824,high-risk
0x01A80E,0x015EE5,51.1449,high-risk
0x09831D,0x0A20AA,55.398,high-risk
0x02F000,0x0F0CFC,113.0794,high-risk
0x023F37,0x0DEBA5,52.4407,high-risk
0x0817FE,0x0106F2,148.6565,high-risk
0x0892A0,0x06581D,75.2322,high-risk
0x0B143F,0x0B31B9,115.9719,high-risk
0x035CCB,0x00C9DA,36.537,high-risk
0x062490,0x0C31F2,97.9153,high-risk
0x068B0D,0x0C60F4,131.6699,high-risk
0x052FB1,0x0355C3,126.4261,high-risk
0x09D2C5,0x053DE5,95.0096,high-risk
0x0AD1A1,0x0CFF1D,127.7238,high-risk
0x02B536,0x0B4215,50.6027,high-risk
0x0468AE,0x056641,62.7205,high-risk
0x0D4AF4,0x0370A3,56.6607,high-risk
0x028FFA,0x0C5C2E,35.195,high-risk
0x0C79E5,0x0B80DD,104.6008,high-risk
0x0EA734,0x0BE096,78.6738,high-risk
0x0D5F0C,0x0E6035,69.8963,high-risk
0x0552AF,0x07FBAD,32.2717,high-risk
0x0D0F81,0x019FD9,145.7783,high-risk
0x0C3D80,0x0F23A5,142.8922,high-risk
0x0A70AE,0x0F39D6,38.9263,high-risk
0x030BCA,0x0ED63B,37.7632,high-risk
0x0DDB06,0x07708F,138.1217,high-risk
0x07F4E4,0x0CC0FC,51.7389,high-risk
0x0CD641,0x0EDDDA,123.5014,high-risk
0x0E461E,0x03D21C,51.5739,high-risk
0x0DFBFF,0x0121A8,130.9998,high-risk
0x03EB93,0x0D8A6C,110.6071,high-risk
0x09C473,0x0AC292,134.0161,high-risk
0x051948,0x01592E,46.0983,high-risk
0x067EBB,0x0AA9AA,95.7468,high-risk
0x0A228D,0x0C17F9,42.433,high-risk
0x0462C1,0x07E844,44.1028,high-risk
0x0AEE96,0x07C86E,72.2883,high-risk
0x035B2E,0x07DCAE,36.8284,high-risk
0x07BA5E,0x0C6F91,110.828,high-risk
0x0A0737,0x0D286F,91.9198,high-risk
0x0BF1E0,0x00354C,80.278,high-risk
0x08212D,0x04CBDB,97.424,high-risk
0x0326D6,0x0E8D75,57.0029,high-risk
0x0BA62B,0x02593B,25.4425,high-risk
0x0C4E81,0x055903,100.4735,high-risk
0x0BCB78,0x09EB09,50.9533,high-risk
0x0E8F03,0x0377EC,61.9076,high-risk
0x07CC47,0x0CFD9F,128.8752,high-risk
0x0B95F0,0x045AA3,136.0369,high-risk
0x05E7EA,0x0781F8,97.328,high-risk
0x03DB8D,0x0BD1C5,140.5932,high-risk
0x0B4C2F,0x0D7489,56.685,high-risk
0x04FE4E,0x010352,73.213,high-risk
0x079463,0x0F11A5,36.6759,high-risk
0x046B27,0x06EABB,93.5728,high-risk
0x07589C,0x0EA770,39.4342,high-risk
0x008FD2,0x077856,29.8469,high-risk
0x06DDBD,0x06235B,110.467,high-risk
0x056627,0x083A31,43.2659,high-risk
0x0DEB44,0x0DD3AD,106.4143,high-risk
0x0A9D1A,0x008C7C,58.0051,high-risk
0x038E42,0x0DE763,103.2708,high-risk
0x06D995,0x0F40ED,32.2671,high-risk
0x03F837,0x023A6E,128.1172,high-risk
0x0AB696,0x059817,63.9685,high-risk
0x047EA8,0x09F89D,115.8002,high-risk
0x089A41,0x07B898,98.9839,high-risk
0x07FAF0,0x0D4D1A,52.9101,high-risk
0x03BB3A,0x08F0F1,104.2688,high-risk
0x0A0892,0x0784D6,49.893,high-risk
0x0EFAA5,0x05DF86,42.9617,high-risk
0x04CCE8,0x0E35B5,118.4389,high-risk
0x099707,0x075238,119.2136,high-risk
0x032300,0x0707C0,101.8233,high-risk
0x0BE758,0x0BE443,111.5078,high-risk
0x027AB0,0x07332F,95.8537,high-risk
0x0068C6,0x01EAD1,146.7832,high-risk
0x0DD237,0x05ACBC,36.9933,high-risk
0x0ACC39,0x0268FE,44.6076,high-risk
0x0B4049,0x06EB99,79.5375,high-risk
0x086C57,0x036DF0,47.9896,high-risk
0x0BFA42,0x0D2B06,33.9676,high-risk
0x020216,0x08EF25,25.0401,high-risk
0x014BEF,0x05F616,69.2105,high-risk
0x000B13,0x02D99A,118.5297,high-risk
0x0104BE,0x0A4836,36.3495,high-risk
0x094ED8,0x095A13,103.1901,high-risk
0x0AD27D,0x07456C,27.5482,high-risk
0x0B02E4,0x043213,60.3255,high-risk
0x0041E0,0x039612,87.3905,high-risk
0x09558E,0x06D194,104.6151,high-risk
0x01225A,0x0D9564,138.5171,high-risk
0x046896,0x07014B,115.4808,high-risk
0x050E26,0x05789E,56.6232,high-risk
0x087242,0x037A75,103.5893,high-risk
0x06B357,0x038176,81.551,high-risk
0x06ED0F,0x0111C7,132.2462,high-risk
0x0EBDDC,0x091277,114.1805,high-risk
0x0C3432,0x06CC77,83.5833,high-risk
0x0B9D81,0x07B857,31.8173,high-risk
0x05177C,0x041189,105.0824,high-risk
0x0C4AB2,0x00FD23,90.2401,high-risk
0x085CB8,0x04E601,144.4894,high-risk
0x0B5ECA,0x08CD14,100.0806,high-risk
0x018412,0x014595,129.7783,high-risk
0x09281B,0x0CCB42,80.5514,high-risk
0x0B04A4,0x04DDD3,146.723,high-risk
0x08CC9B,0x0ACCF8,105.4666,high-risk
0x01A180,0x0B5AAE,101.7923,high-risk
0x004F6C,0x04C41F,80.6617,high-risk
0x0E297A,0x007A34,55.3563,high-risk
0x0CEA99,0x0ADAE8,104.1308,high-risk
0x0F321D,0x08261A,34.03,high-risk
0x0688FD,0x03234E,119.9944,high-risk
0x0E2349,0x0CE0DD,45.1954,high-risk
0x07EEE8,0x0E7296,90.3903,high-risk
0x087860,0x02A254,107.5672,high-risk
0x015D4D,0x03A1F3,44.8798,high-risk
0x0B8482,0x074B05,47.7325,high-risk
0x0146CB,0x07FD74,144.3646,high-risk
0x03F589,0x0DBFD7,64.7044,high-risk
0x0B35E0,0x042DF8,113.9579,high-risk
0x02FF9D,0x03ABD4,55.7095,high-risk
0x048FA2,0x0E11A2,60.3287,high-risk
0x056909,0x038B01,62.9219,high-risk
0x08C2A5,0x0F06D8,111.9377,high-risk
0x03E1A6,0x01FD93,145.4008,high-risk
0x0CB343,0x0D00E9,63.1565,high-risk
0x0844AF,0x05AA12,122.4569,high-risk
0x01DF86,0x02FC62,92.2969,high-risk
0x0CE9FF,0x07B609,109.5762,high-risk
0x065137,0x088D11,65.2773,high-risk
0x02D654,0x0A0805,133.9265,high-risk
0x0989A9,0x0DE614,106.4633,high-risk
0x0E7E4D,0x03EAC8,125.7037,high-risk
0x00D4D4,0x0743C6,67.5749,high-risk
0x079A13,0x0B7665,61.6933,high-risk
0x0DBF0C,0x0F32AF,105.2873,high-risk
0x0CBE90,0x0C5DB9,97.3349,high-risk
0x07C66E,0x04D5F1,130.3817,high-risk
0x008AA1,0x0A32CD,133.0571,high-risk
0x0607D0,0x0DF50E,116.7464,high-risk
0x0CA403,0x02FD29,107.5338,high-risk
0x0EFF5F,0x0A2C0E,86.3872,high-risk
0x0682A0,0x07237F,96.8482,high-risk
0x054676,0x0A9858,44.7509,high-risk
0x029894,0x0539C6,148.571,high-risk
0x0A5595,0x02B107,122.3948,high-risk
0x00999F,0x0AE609,148.3247,high-risk
0x0A82FD,0x055FE9,98.4549,high-risk
0x00DADD,0x053B7D,109.5888,high-risk
0x07B92F,0x074645,136.5918,high-risk
0x0C7C27,0x00C06F,133.6987,high-risk
0x0304B4,0x03E5E1,103.3798,high-risk
0x0DE5C0,0x0A87D6,45.7163,high-risk
0x0C52BB,0x01F82F,29.9385,high-risk
0x0C9309,0x048983,114.8861,high-risk
0x0634B8,0x03FE47,54.9793,high-risk
0x06BD41,0x05EAF3,105.8234,high-risk
0x00E27D,0x0BE681,136.6872,high-risk
0x0AA31A,0x0BC0C1,84.674,high-risk
0x08230A,0x0837E6,147.6381,high-risk
0x07BAB5,0x014379,42.968,high-risk
0x048E1A,0x0EF9D2,61.7297,high-risk
0x064844,0x049665,70.2718,high-risk
0x0E5E36,0x0D4930,94.4866,high-risk
0x0BFB9E,0x0592C2,32.6517,high-risk
0x09BBE9,0x0E9E67,41.3648,high-risk
0x07DF42,0x01B6EF,96.5941,high-risk
0x057BD0,0x08C604,84.3566,high-risk
0x06D3D5,0x0066B2,55.4331,high-risk
0x03556D,0x0E8ACE,31.2324,high-risk
0x0B1D89,0x0212AC,108.4269,high-risk
0x012116,0x01384A,63.3016,high-risk
0x001EE2,0x08EBD8,126.349,high-risk
0x0AA5B5,0x03D5B2,42.2742,high-risk
0x0D5AB6,0x0DBF5B,68.296,high-risk
0x0DCE78,0x06425B,120.889,high-risk
0x033ACF,0x06CDA5,142.0387,high-risk
0x050F15,0x0C7554,75.3289,high-risk
0x0B695E,0x0495E1,53.0161,high-risk
0x0C56C3,0x09B978,141.1764,high-risk
0x0B6727,0x06EEDE,37.524,high-risk
0x0D4E26,0x09F395,37.6902,high-risk
0x0B38BD,0x02945E,89.0537,high-risk
0x028ABE,0x04A439,107.757,high-risk
0x0468F7,0x042D98,100.3563,high-risk
0x077E77,0x0BECEE,34.828,high-risk
0x095DB9,0x0CA367,89.9088,high-risk
0x068AB1,0x05984C,77.3074,high-risk
0x01A105,0x02CC94,109.7089,high-risk
0x052472,0x078C79,90.2265,high-risk
0x05D8E6,0x0202E5,34.8534,high-risk
0x0BD6F7,0x003A41,149.7865,high-risk
0x051C0D,0x033192,148.7985,high-risk
0x060F8C,0x00D5C8,54.5085,high-risk
0x079DDF,0x02CEDC,73.5621,high-risk
0x053C67,0x04B0E7,126.8077,high-risk
0x005132,0x09AC04,116.1406,high-risk
0x002EF3,0x0A1367,45.8496,high-risk
0x0D1567,0x0E5819,106.7172,high-risk
0x08E639,0x05F8A5,80.5003,high-risk
0x09CB15,0x0C1D17,76.7788,high-risk
0x02C8E2,0x0DEBFD,127.7907,high-risk
0x0563E2,0x057D30,120.3302,high-risk
0x0DD2CC,0x09B449,104.5579,high-risk
0x0042EF,0x082C85,78.9985,high-risk
0x0AA12F,0x0052CB,34.6387,high-risk
0x06868D,0x0E949D,69.4003,high-risk
0x0109A8,0x0B0FF2,103.9836,high-risk
0x098074,0x0D5861,25.1519,high-risk
0x051BFE,0x0B8BB6,120.145,high-risk
0x090653,0x0DCDA8,69.3295,high-risk
0x0A45D4,0x09DA9C,52.0379,high-risk
0x01CA41,0x067FAD,147.3875,high-risk
0x0F1F56,0x0D7745,60.0584,high-risk
0x0515B7,0x05F640,112.9205,high-risk
0x09B9E6,0x0B9DA4,32.4007,high-risk
0x07679F,0x090483,89.8375,high-risk
0x0E0283,0x0B52D0,37.8674,high-risk
0x03D64E,0x05C448,28.3195,high-risk
0x028AAA,0x0A3E21,72.2245,high-risk
0x0E01DA,0x07E5E3,98.1829,high-risk
0x098BDE,0x0A7841,79.0434,high-risk
0x026CFF,0x0A8657,111.5526,high-risk
0x062260,0x0E6C02,32.7396,high-risk
0x06B484,0x0DE428,61.4299,high-risk
0x084EFD,0x01353A,80.2748,high-risk
0x0AE3B3,0x01B39F,136.8497,high-risk
0x07F7B6,0x03F03B,39.1705,high-risk
0x07875B,0x07B4B1,79.3542,high-risk
0x0B5A6F,0x0ADA8E,37.6073,high-risk
0x0CAAFD,0x0C49C4,84.9695,high-risk
0x06B1BD,0x0178ED,141.595,high-risk
0x08BF8C,0x0C04D1,139.8171,high-risk
0x0558B6,0x0C2BC3,48.3749,high-risk
0x0A9FB0,0x08712F,105.2813,high-risk
0x0AB6C9,0x0C566A,122.9828,high-risk
0x082B42,0x04147E,132.3334,high-risk
0x06EB03,0x092B11,131.7879,high-risk
0x0E1441,0x09C7F4,135.2681,high-risk
0x0A01C4,0x096DA7,87.9314,high-risk
0x035E14,0x0B9897,69.276,high-risk
0x062EA7,0x0D100F,124.6093,high-risk
0x0517E9,0x00BF6F,70.74,high-risk
0x08C285,0x0591A2,86.7229,high-risk
0x02B5B5,0x02EB4E,105.6366,high-risk
0x05969E,0x0802B8,70.1339,high-risk
0x0C385C,0x02CF42,124.1424,high-risk
0x070E91,0x080F08,84.5022,high-risk
0x0545D2,0x0EBAEC,90.1161,high-risk
0x0321E9,0x056D75,105.6929,high-risk
0x06A96E,0x08DE6C,68.2989,high-risk
0x0CFF4B,0x0E3F9F,83.8406,high-risk
0x00C8C4,0x0E46AF,148.4586,high-risk
0x0109E5,0x01A39E,36.2254,high-risk
0x0C13E4,0x0E7B2E,78.1046,high-risk
0x060C73,0x01764F,148.4093,high-risk
0x037A5B,0x037B34,119.3297,high-risk
0x00FB99,0x02C0C4,29.9451,high-risk
0x030946,0x090F17,100.8195,high-risk
0x017B43,0x0DF65D,120.1123,high-risk
0x0AC354,0x04C0C7,149.1238,high-risk
0x010F0D,0x0F23E8,53.2784,high-risk
0x048ADF,0x0C8B04,129.3557,high-risk
0x0211B2,0x0CEB71,128.483,high-risk
0x042062,0x099FA6,107.2923,high-risk
0x0C909E,0x024500,51.9922,high-risk
0x0D663A,0x0CF03B,45.8544,high-risk
0x066E0E,0x056922,81.4131,high-risk
0x0EAB37,0x002DF3,103.3093,high-risk
0x040EA3,0x01A310,65.2156,high-risk
0x069A06,0x026026,116.5069,high-risk
0x032310,0x06E707,29.7623,high-risk
0x0393F3,0x05F42E,85.0038,high-risk
0x0191BA,0x0C1D41,44.3351,high-risk
0x025933,0x0560E0,145.8431,high-risk
0x06CF87,0x0D68B0,55.427,high-risk
0x08D1B9,0x03A7A1,75.1077,high-risk
0x06394A,0x0590C4,60.6601,high-risk
0x02006D,0x095649,48.5194,high-risk
0x06B407,0x075CE1,126.3094,high-risk
0x03CF23,0x044122,47.0593,high-risk
0x0DB0A7,0x00F0A8,147.5544,high-risk
0x0CCC6B,0x0D088C,88.3408,high-risk
0x05936B,0x03676B,57.8542,high-risk
0x04E749,0x069D8C,38.5671,high-risk
0x00BC57,0x01811A,32.9297,high-risk
0x05AA1E,0x0E6064,135.4359,high-risk
0x0980B8,0x08CBB0,149.7287,high-risk
0x0C1515,0x0AB0C4,128.9156,high-risk
0x0E0786,0x0D493F,100.1056,high-risk
0x0CAF66,0x08732D,65.2489,high-risk
0x048E87,0x09C2DD,121.3979,high-risk
0x07D259,0x00ABCF,42.1458,high-risk
0x01EFA8,0x0B5DC4,109.9823,high-risk
0x01526E,0x02DB3B,128.6224,high-risk
0x0BFE75,0x03D55E,136.7607,high-risk
0x094D23,0x0BD88F,58.2057,high-risk
0x0964BA,0x0ABA55,107.5429,high-risk
0x0C1490,0x0C5532,135.1698,high-risk
0x0EC796,0x0D3835,118.9416,high-risk
0x071C85,0x0EE6EA,118.3953,high-risk
0x08AB2A,0x0DA65D,59.3375,high-risk
0x00CE48,0x0885A6,63.1393,high-risk
0x079257,0x0361B1,67.0902,high-risk
0x03E32C,0x025332,25.3358,high-risk
0x088E4B,0x07492D,46.9061,high-risk
0x078989,0x0A5828,63.5455,high-risk
0x071C21,0x0197E3,123.696,high-risk
0x0AEDE3,0x0A67AD,128.4741,high-risk
0x0E3435,0x060DA2,65.7032,high-risk
0x0D851E,0x093BBD,145.0203,high-risk
0x0206DD,0x0179BC,141.8069,high-risk
0x05487E,0x019345,71.8502,high-risk
0x032E88,0x01DD6D,105.9799,high-risk
0x037FBA,0x0F2A3C,114.6538,high-risk
0x02975B,0x04965A,143.0939,high-risk
0x088936,0x0A2868,54.7487,high-risk
0x094F43,0x05FB97,52.3337,high-risk
0x0C30DF,0x02A6A2,69.2014,high-risk
0x069172,0x051EDC,129.4494,high-risk
0x034FF8,0x0DC0C8,37.1687,high-risk
0x034E1F,0x00591C,52.0916,high-risk
0x00B1F4,0x0700B5,148.3111,high-risk
0x05EA93,0x0B1057,122.5709,high-risk
0x0F0DA5,0x0325D8,135.1658,high-risk
0x06966E,0x02EB9A,70.135,high-risk
0x0DBE37,0x0BE54A,48.3758,high-risk
0x0E3A39,0x032764,52.4921,high-risk
0x0C8C6C,0x02F6C9,72.9203,high-risk
0x02F201,0x0294E6,83.9187,high-risk
0x039C68,0x0B7EF6,74.0703,high-risk
0x02A907,0x040B00,63.1536,high-risk
0x0AD18D,0x09B6A0,43.5554,high-risk
0x079C1F,0x002065,135.1626,high-risk
0x03A227,0x0E56DF,103.7872,high-risk
0x021943,0x06ACAE,54.0851,high-risk
0x0D0498,0x00988B,51.8557,high-risk
0x0E4017,0x0A0B38,104.7744,high-risk
0x0673A1,0x0E449B,109.6143,high-risk
0x0D0D84,0x04F6FC,31.0257,high-risk
0x00A60F,0x0C6AD4,111.0396,high-risk
0x09E9BE,0x0DABA6,33.3079,high-risk
0x079802,0x06EDC2,125.5576,high-risk
0x093F4F,0x0AB99D,115.0818,high-risk
0x05A6E6,0x015C67,46.0372,high-risk
0x0425FF,0x079A05,126.249,high-risk
0x06D7E1,0x04E1A2,68.0975,high-risk
0x096674,0x0D9458,47.7658,high-risk
0x074906,0x0E7B3F,126.732,high-risk
0x0E953A,0x0ED59F,29.4816,high-risk
0x0CB950,0x09D58F,129.2093,high-risk
0x076405,0x0F23A1,118.5849,high-risk
0x010C03,0x0A8374,109.6888,high-risk
0x0BD218,0x0BAB53,55.6259,high-risk
0x079923,0x0E2A52,142.8393,high-risk
0x07DCB3,0x09B4A5,146.4372,high-risk
